rank,track_artist,peak,prev,streak,streams,track_name,artist_name,genius_url,lyrics
And, oh, it's hard to see you, but I wish you were right here
Oh, it's hard to leave you when I get you everywhere
All this time I'm thinking, I'm strong enough to sink it
Oh, no, I don't need you, but I miss you, come here
[Post-Chorus]
He love me not, he loves me
He holds me tight, then lets me go
He love me not, he loves me
He holds me tight, then lets me go
He love me not, he loves me
He holds me tight, then lets me go
He love me not, he loves me
He holds me tight, then lets me go

[Bridge]
You're gonna say that you're sorry at the end of the night
Wake up in the morning, everything's alright
At the end of the story, you're holdin' me tight
I don't need to worry,
am I out of my mind?
[Chorus]
And, oh, it's hard to see you, but I wish you were right here (I'm losing my mind)
Oh, it's hard to leave you when I get you everywhere
All this time I'm thinking, I'm strong enough to sink it
Oh, no, I don't need you, but I miss you, come here"
28,"Manchild
Sabrina Carpenter",1,29.0,38,16767561,Manchild,Sabrina Carpenter,https://genius.com/Sabrina-carpenter-manchild-lyrics,"181 Contributors
Translations
Türkçe
srpski
Português
Українська
Español
Deutsch
Беларуская
繁體中文 (Traditional Chinese)
ไทย (Thai)
Polski
Česky
Nederlands
日本語 (Japanese)
Bahasa Indonesia
Deutsch
Русский (Russian)
Italiano
Français
العربية
فارسی
Norsk
עברית (Hebrew)
Manchild Lyrics
“Manchild” is a country-influenced synth-pop anthem that takes aim at immature men. It serves as the lead single for Sabrina Carpenter’s seventh album, Man’s Best Friend. It follows the deluxe edition of her…
Read More
[Intro]
Oh boy
[Verse 1]
You said your phone was broken, just forgot to charge it
Whole outfit you're wearing, God, I hope it's ironic
Did you just say you're finished? Didn't know we started
It's all just so familiar, baby, what do you call it?
[Pre-Chorus]
Stupid
Or is it slow?
Maybe it's useless?
But there's a cuter word for it, I know
[Chorus]
Man-child
Why you always come a-running to me?
Fuck my life
Won't you let an innocent woman be?
Never heard of self-care
Half your brain just ain't there
Man-child
Why you always come a-running, taking all my loving from me?
[Verse 2]
Why so sexy if so dumb?
And how survive the Earth so long?
If I'm not there, it won't get done
I choose to blame your mom

[Chorus]
Man-child
Why you always come a-running to me?
Fuck my life
Won't you let an innocent woman be?
Never heard of self-care
Half your brain just ain't there
Man-child
Why you always come a-running, taking all my loving from me?
[Bridge]
Oh, I like my boys playing hard to get
And I like my men all incompetent
And I swear they choose me, I'm not choosing them
Amen, hey, men
Oh, I like my boys playing hard to get (Play hard to get)
And I like my men all incompetent (Incompetent)
And I swear they choose me, I'm not choosing them (Not choosing them)
Amen (Amen), hey, men (Hey, men)
[Chorus]
Man-child
Why you always come a-running to me? (Always come a-running to me)
Fuck my life
Won't you let an innocent woman be? (Amen)

[Outro]
Oh, I like my boys playing hard to get (Play hard to get)
And I like my men all incompetent (Incompetent)
And I swear they choose me, I'm not choosing them (Not choosing them)
Amen (Amen), hey, men (Hey, men)"
29,"Sailor Song
Gigi Perez",7,32.0,80,16639107,Sailor Song,Gigi Perez,https://genius.com/Gigi-perez-sailor-song-lyrics,"120 Contributors
Translations
Français
Português
Español
Deutsch
Македонски
Česky
Slovenščina
Italiano
Sailor Song Lyrics
“Sailor Song”, officially released as a single on July 26, 2024, is a WLW (woman-loving-woman) song about gradually losing hope due to same-gender relationships viewed as sinful, despite the support she…
Read More
[Verse 1]
I saw her in the rightest way
Looking like Anne Hathaway
Laughing while she
hit her pen and coughed
, and coughed
And then she came up to my knees
Begging, ""Baby, would you please
Do the things you said you'd do to me, to me?""
[Chorus]
Oh, won't you kiss me on the mouth and love me like a sailor?
And when you get a taste, can you tell me, what's my flavor?
I don't believe in God, but I believe that you're my savior
My mom says that she's worried, but I'm covered in His favor
And when we're getting dirty, I forget all that is wrong
I sleep so I can see you 'cause I hate to wait so long
I sleep so I can see you, and I hate to wait so long
[Verse 2]
She took my fingers to her mouth
The kind of thing that makes you proud
That nothing else had ever worked out, worked out
And maybe I tried other things
But nothing can capture the sting
Of the venom she's gonna spit out right now
[Chorus]
Oh, won't you kiss me on the mouth and love me like a sailor?
And when you get a taste, can you tell me, what's my flavor?
I don't believe in God, but I believe that you're my savior
I know that you've been worried, but you're dripping in my favor
And when we're getting dirty, I forget all that is wrong
I sleep so I can see you 'cause I hate to wait so long
I sleep so I can see you, and I hate to wait so long

[Outro]
And we can run away to the walls inside your house
I can be the cat, baby, you can be the mouse
And we can laugh off things that we know nothing about
We can go forever or until you wanna sit it out"
30,"Opalite
Taylor Swift",2,28.0,21,16383272,Opalite,Taylor Swift,https://genius.com/Taylor-swift-opalite-lyrics,"138 Contributors
Translations
Nederlands
Polski
ไทย (Thai)
Italiano
עברית (Hebrew)
Español
Català
日本語 (Japanese)
Русский (Russian)
Беларуская
فارسی
Українська
Česky
Français
Deutsch
Türkçe
srpski
Português
Opalite Lyrics
On “Opalite”, Taylor captures the quiet resilience and luminous calm of finding the right person for her after a series of hardships. Within Swift’s discography, the track continues her tradition of assigning…
Read More
[Verse 1]
I had a bad habit
Of missing lovers past
My brother used to call it
""Eating out of the trash""
It's never gonna last
I thought my house was haunted
I used to live with ghosts
And all the perfect couples
Said, ""When you know, you know""
And, ""When you don't, you don't""
[Pre-Chorus]
And all of the foes, and all of the friends (Ha, ha)
Have seen it before, they'll see it again (Ha, ha)
Life is a song, it ends when it ends
I was wrong
[Chorus]
But my mama told me, ""It's alright
You were dancing through the lightning strikes
Sleepless in the onyx night
But now, the sky is opalite, oh-oh, oh, oh, oh
Oh, my Lord
Never made no one like you bеfore
You had to make your own sunshine
But now, thе sky is opalite, oh-oh, oh, oh, oh, oh""

[Verse 2]
You couldn't understand it
Why you felt alone
You were in it for real
She was in her phone
And you were just a pose
And don't we try to love love? (Love, love)
We give it all we got (Give it all we got)
You finally left the table (Uh, uh)
And what a simple thought
You're starving 'til you're not
[Pre-Chorus]
And all of the foes, and all of the friends (Ha, ha)
Have messed up before, they'll mess up again
(Ha, ha)
Life is a song, it ends when it ends
You move on
[Chorus]
And that's when I told you, ""It's alright
You were dancing through the lightning strikes
Sleepless in the onyx night
But now, the sky is opalite, oh-oh, oh, oh, oh
Oh, my Lord
Never met no one like you before
You had to make your own sunshine
But now, the sky is opalite, oh-oh, oh, oh, oh, oh""

[Bridge]
This is just
A storm inside a teacup
But shelter here with me, my love
Thunder like a drum
This life will beat you up, up, up, up
This is just
A temporary speed bump
But failure brings you freedom
And I can bring you love, love, love, love (Love)
[Chorus]
Don't you sweat it, baby, it's alright
You were dancing through the lightning strikes
Oh, so sleepless in the onyx night
But now, the sky is opalite, oh-oh, oh, oh, oh
Oh, my Lord
Never met no one like you before (No)
You had to make your own sunshine
But now, the sky is opalite, oh-oh, oh, oh, oh, oh"
31,"WILDFLOWER
Billie Eilish",9,31.0,93,16112077,WILDFLOWER,Billie Eilish,https://genius.com/Billie-eilish-wildflower-lyrics,"153 Contributors
Translations
Português
العربية
עברית (Hebrew)
Español
Türkçe
Ελληνικά
Deutsch
Italiano
Polski
Français
Русский (Russian)
Bahasa Indonesia
Kiswahili
Українська
Norsk
فارسی
ไทย (Thai)
Nederlands
Česky
WILDFLOWER Lyrics
“WILDFLOWER” is the fifth track from Billie Eilish’s third studio LP HIT ME HARD AND SOFT. It recounts Eilish’s experience comforting a girl after a difficult breakup, then having a romantic relationship with…
Read More
[Verse 1]
Things fall apart
And time breaks your heart
I wasn't there, but I know
She was your girl
You showed her the world
But fell out of love and you both let go
[Pre-Chorus]
She was cryin’ on my shoulder
All I could do was hold her
Only made us closer until July
Now, I know that you love me
You don't need to remind me
I should put it all behind me, shouldn't I?
[Chorus]
But I see her in the back of my mind all the time
Like a fever, like I’m burning alive, like a sign
Did I cross the line?
[Post-Chorus]
(Mm) Hmm
[Verse 2]
Well, good things don't last (Good things don't last)
And life moves so fast (Life moves so fast)
I'd never ask who was better (I'd never ask who was better)
'Cause she couldn't be (Couldn't)
More different from me (Different)
Happy and free in leather (Happy)

[Pre-Chorus]
And I know that you love me (You love me)
You don’t need to remind me (Remind me)
Wanna put it all behind me, but baby
[Chorus]
I see her in the back of my mind (Back of my mind) all the time (All the time)
Feels like a fever (Like a fever), like I’m burning alive (Burning alive), like a sign
Did I cross the line?
[Bridge]
You say no one knows you so well (Oh)
But every time you touch me, I just wonder how she felt
Valentine's Day, cryin’ in the hotel
I know you didn't mean to hurt me, so I kept it to myself
[Chorus]
And I wonder
Do you see her in the back of your mind in my eyes?
[Outro]
You say no one knows you so well
But every time you touch me, I just wonder how she felt
Valentine's Day, cryin' in the hotel
I know you didn’t mean to hurt me, so I kept it to myself"
32,"12 to 12
sombr",14,35.0,31,15463614,12 to 12,sombr,https://genius.com/Sombr-12-to-12-lyrics,"44 Contributors
Translations
Français
Português
Русский (Russian)
Türkçe
Česky
Español
Nederlands
Italiano
12 to 12 Lyrics
“12 to 12” is sombr’s third single of the year, following the success of his TikTok-viral tracks “undressed” and “we never dated.” A haunting, late-night ballad, the song explores the emotional weight of…
Read More
[Verse 1]
I don't want anyone else
From the hours of 12 to 12
I am not the least compelled
By anyone but yourself
Look at me, it makes me melt
I know you wanna see me in hell, my love
I'm dealing with the cards I've dealt
While you're dancing with somebody else
[Pre-Chorus]
Was it always in your plan to leave eventually?
Because to me, there's no one else that could make sense to me
The last and final puzzle piece
[Chorus]
In a room full of people, I look for you
Would you avoid me or would you look for me too?
Tell me, is our story through? (Through)
Or do our hearts still beat in tune?
[Verse 2]
I've never felt anything
Like the love from my final days
Why'd you wait
To show me you could do it this way?
Woo, I'll never look at you, look at you the same
We met in The Paris café
I said, ""Can I sit with you? Comment ça se fait?""
My mistake
If I'd known it would have been this way
I'd never looked at you, looked in the first place

[Pre-Chorus]
Was it always in your plan to leave eventually?
Because to me, there's no one else that could make sense to me
The last and final puzzle piece
[Chorus]
In a room full of people, I look for you
Would you avoid me or would you look for me too?
Tell me, is our story through? (Through)
Or do our hearts still beat in tune?
[Bridge]
Maybe I'm delusional
And the way you act is usual
Maybe in another world
I won't feel so unlovable (Unlovable)
Oh (Unlovable)
[Chorus]
In a room full of people, I look for you
Would you avoid me or would you look for me too?
Tell me, is our story through? (Through)
Or do our hearts still beat in tune?
In a room full of people, I look for you
Would you avoid me or would you see me through?
Tell me, is our story through? (Through)
Or do our hearts still beat in tune?"
33,"LA CANCIÓN
J Balvin, Bad Bunny",11,17.0,12,15399710,LA CANCIÓN,"J Balvin, Bad Bunny",https://genius.com/Spotify-top-artistas-bolivia-2022-annotated,"1 Contributor
Top Artistas Bolivia 2022 Lyrics
Top Artistas Bolivia 2022
1.
""Me Porto Bonito"" - Bad Bunny, Chencho Corleone
2.
""Desesperados"" - Rauw Alejandro, Chencho Corleone
3.
""PROVENZA"" - KAROL G
4.
""LA CANCIÓN"" - J Balvin, Bad Bunny
5.
""X ÚLTIMA VEZ"" - Daddy Yankee, Bad Bunny
6.
""Ya No Somos Ni Seremos"" - Christian Nodal
7.
""Tacones Rojos - Sebastian Yatra
8.
""Quevedo: Bzrp Music Sessions, Vol. 52"" - Bizarrap, Quevedo
9.
""No Se Va"" - Morat
10.
""Normal"" - Feid
11.
""Sobrio"" - Maluma
12.
""Si Quieren Frontear"" - Duki, De La Ghetto, Quevedo
13.
""911 (Remix)"" - Sech, Jhayco
14.
""Butter"" - BTS
15.
""OJALÁ"" - Maria Becerra
16.
""Si Se Da - Remix"" - Myke Towers, Farruko, Arcángel, Sech, Zion
17.
""Plan A"" - Paulo Londra
18.
""La Llevo Al Cielo (Ft. Ñengo Flow)"" - Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow
19.
""La Bachata"" - Manuel Turizo
20.
""Sola (Remix)"" - Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin
21.
""Hey Mor"" - Ozuna, Feid
22.
""Nos Comemos (feat. Ozuna)"" - Tiago PZK, Ozuna
23.
""La Triple T"" - TINI
24.
""Índigo"" - Camilo, Evaluna Montaner
25.
""En La De Ella"" - Jhayco, Feid, Sech
26.
""Los Tragos"" - Reik, Maria Becerra
27.
""Monotonía"" - Shakira, Ozuna
28.
""La Pared 360"" - Lenny Tavárez, Justin Quiles
29.
""Pepas"" - Farruko
30.
""LA INOCENTE"" - Mora, Feid
31.
""Besos Moja2"" - Wisin & Yandel, ROSALÍA
32.
""MAMIII"" - Becky G, KAROL G
33.
""VISTA AL MAR"" - Quevedo
34.
""La Trampa es Ley"" - LIT killah
35.
""Blinding Lights"" - The Weeknd
36.
""Los Cachos"" - Piso 21, Manuel Turizo
37.
""Loco"" - Justin Quiles, Chimbala, Zion & Lennox
38.
""San Lucas"" - Kevin Kaarl
39.
""Fuera del mercado"" - Danny Ocean
40.
""Dile"" - Don Omar
41.
""My Universe"" - Coldplay, BTS
42.
""Ojos Rojos"" - Nicky Jam
43.
""As It Was"" - Harry Styles
44.
""Otra Noche"" - Los Ángeles Azules, Nicki Nicole
45.
""Enemy (with JID) - from the series Arcane League of Legends"" - Imagine Dragons, JID, Arcane, League of Legends
46.
""El Pañuelo"" - Romeo Santos, ROSALÍA
47.
""cómo dormiste?"" - Rels B
48.
""Nobody Like Yo"" - Nicki Nicole
49.
""La Curiosidad"" - Jay Wheeler, DJ Nelson, Myke Towers
50.
""Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)"" - Tainy, Bad Bunny, Julieta Venegas"
34,"Sweater Weather
The Neighbourhood",16,36.0,287,15369878,Sweater Weather,The Neighbourhood,https://genius.com/The-neighbourhood-sweater-weather-lyrics,"213 Contributors
Translations
Español
Türkçe
Português
Dansk
Русский (Russian)
Português
Français
Deutsch
Česky
Polski
العربية
Italiano
Sweater Weather Lyrics
“Sweater Weather” is the lead single from The Neighbourhood’s 2012 debut EP I’m Sorry…, and also features on their debut full-length album I Love You.

“Sweater Weather” is one of The Neighbourhood’s most…
Read More
[Verse 1]
And all I am is a man
I want the world in my hands
I hate the beach, but I stand
In California with my toes in the sand
Use the sleeves of my sweater, let's have an adventure
Head in the clouds, but my gravity's centered
Touch my neck and I'll touch yours
You in those little high-waisted shorts, oh
[Pre-Chorus]
She knows what I think about
And what I think about
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothing that I wouldn't wanna tell you about, no
[Chorus]
'Cause it's too cold for you here and now
So let me hold both your hands in the holes of my sweater
[Verse 2]
And if I may just take your breath away
I don't mind if there's not much to say
Sometimes the silence guides a mind
To move to a place so far away
The goosebumps start to raise
The minute that my left hand meets your waist
And then I watch your face
Put my finger on your tongue 'cause you love the taste, yeah
These hearts adore
Everyone the other beats hardest for
Inside, this place is warm
Outside, it starts to pour

[Pre-Chorus]
Comin' down
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothin' that I wouldn't wanna tell you about
No, no, no
[Chorus]
'Cause it's too cold for you here and now
So let me hold both your hands in the holes of my sweater
'Cause it's too cold for you here and now
So let me hold both your hands in the holes of my sweater
Woah
[Bridge]
Woah, woah, woah
Woah, woah, woah, woah
Woah, woah
Woah, woah, woah, woah
Woah, woah
[Chorus]
'Cause it's too cold for you here and now
So let me hold both your hands in the holes of my sweater
'Cause it's too cold for you here and now
Let me hold both your hands in the holes of my sweater

[Outro]
And it's too cold, it's too cold
The holes of my sweater"
35,"Creep
Radiohead",27,39.0,61,14341750,Creep,Radiohead,https://genius.com/Radiohead-creep-lyrics,"263 Contributors
Translations
Português
Polski
Deutsch
Español
العربية
Русский (Russian)
Français
Türkçe
Українська
o‘zbek
Italiano
Español
Česky
Österreichisches Deutsch
Creep Lyrics
According to Thom Yorke, “Creep” tells the tale of an inebriated man who tries to get the attention of a woman to whom he is attracted by following her around. In the end, he lacks the self-confidence to face…
Read More
[Verse 1]
When you were here before
Couldn't look you in the eye
You're just like an angel
Your skin makes me cry
You float like a feather
In a beautiful world
I wish I was special
You're so fuckin' special
[Chorus]
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
[Verse 2]
I don't care if it hurts
I wanna have control
I want a perfect body
I want a perfect soul
I want you to notice
When I'm not around
You're so fuckin' special
I wish I was special

[Chorus]
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
Oh-oh, oh-oh
[Bridge]
She's runnin' out the door
She's runnin' out
She run, run, run, run
Run
[Verse 3]
Whatever makes you happy
Whatever you want
You're so fuckin' special
I wish I was special
[Chorus]
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
I don't belong here"
36,"Qué Pasaría...
Rauw Alejandro, Bad Bunny",17,26.0,4,14181459,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",https://genius.com/Genius-english-translations-rauw-alejandro-and-bad-bunny-que-pasaria-english-translation-lyrics,"4 Contributors
Translations
Español
Deutsch
Polski
Türkçe
Rauw Alejandro & Bad Bunny - Qué Pasaría... (English Translation) Lyrics
[Intro: Bad Bunny]
What would happen if those nights inside you came back?
It felt so good when I put it in you
You know what we did
And now, without planning, we saw each other in the club
[Chorus: Rauw Alejandro]
What would happen if it were just us?
In a bed, hey, hey, remembering
How I used to give it to you, your friend's already gone
Why are you staying? You're missing something, baby, and
[Post-Chorus: Rauw Alejandro]
I've got it, girl, I've got it, baby
I've got it and I'll give it to you tonight (Wouh)
Her song is playing, her song is playing
You see her, but nobody knows her
Don't think about it anymore, don't think about it anymore
Don't think about it, just give me one more night
And I'll give you what you're missing, baby (Ra-Rauw)
[Verse 1: Rauw Alejandro &
Bad Bunny
]
And if we hook up again, who cares? (Yah!)
This is our business when the urge hits (Wouh)
Our folders are full of videos of us doing it
I've got her bouncing in a split (Yee)
She likes explicit lyrics (Ah!)
You always end up here
My wild girl, and I'm the one who calms you down
I know you won't stop 'til you get what you want (No, oh-oh)
She's fired up, wants me to burn with her (
Wants me to burn with her
)
I'm already thinking of making a couple of kids with you (Ha)
Damn, what a body you have (Woo;
yeah-yeah-yeah-yeah
)

[Verse 2: Bad Bunny &
Rauw Alejandro
]
Baby, don't act like you don't know what's gonna happen
If I don't pull out, you're gonna have to bottle me up
You know who's got it, I know how you like it
Imagine if we made a baby with our genes, but for now, she doesn't want to
She prefers it in her mouth and took a shot of my DNA
Such a quiet girl, but in bed she never stops (
Yee
)
Sweaty, bouncing, shining like my chains
Da-da-dance, girl (
Yah!
)
She looks at me and grabs it, she knows what it's for
This night is too good
The club is packed, but
[Chorus: Bad Bunny &
Rauw Alejandro
]
What would happen if it were just us?
In a bed, you and I fucking
Like how I used to give it to you, your friend's already gone
Why are you complaining? You're missing something, eh-eh, eh-eh (
Yah!
)
[Post-Chorus: Bad Bunny &
Rauw Alejandro
]
I've got it, girl, I've got it, baby
I've got it and I'll give it to you tonight (
Yee!
)
Her song is playing, her song is playing
You see her, but nobody knows her (
Yee!
)
Don't think about it anymore, don't think about it anymore
Don't think about it, just give me one more night
Eh-eh-eh, eh-eh-eh, eh-eh-eh, mm

[Outro: Rauw Alejandro]
Tell me, MAG, turn it up
Tell me, MAG, turn it up
Ayy, ayy, ayy, ha"
37,"Gabriela
KATSEYE",10,37.0,36,14146352,Gabriela,KATSEYE,https://genius.com/Katseye-gabriela-lyrics,"116 Contributors
Translations
English
Português
Español
Italiano
Русский (Russian)
Français
Nederlands
한국어 (Korean)
Українська
ไทย (Thai)
Polski
Dansk
Česky
Tiếng Việt
Deutsch
Türkçe
bosanski
Nederlands
Gabriela Lyrics
“Gabriela” is a Latin-tinged R&B pop track about a woman who begs another not to steal her man away. It  serves as the second single from KATSEYE’s EP, BEAUTIFUL CHAOS. It follows their hyperpop anthem…
Read More
[Verse 1: Megan &
Manon
]
Hot like a bullet
Flying too fast, I couldn't catch it
Heart in the casket
You always knew it
The starring role, the main attraction
Got cameras flashing
[Pre-Chorus: Lara &
Sophia
]
Like, ooh
You got everybody's eyes undressing you
And I see it too
Yeah, ooh
You could have anyone else you wanted to
I'm beggin' you
[Chorus: Yoonchae,
Manon
,
Lara
&
Daniela
]
Hands off, Gabriela, Gabriela
Hands off, Gabriela-la-la
Back off of my fella, Gabriela
Back off, Gabriela-la-la
'Cause, ooh
You could have anyone else you wanted to
I'm beggin' you
(Hey)
Hands off, Gabriela, Gabriela
Hands off, Gabriela-la-la, la-la-la-la

[Verse 2: Megan &
Yoonchae
]
Skin amaretto
I bet you taste just like the summer
Under the covers (Hey)
Me in the middle
Overprotective of my lover
You make me wonder
[Pre-Chorus: Lara &
Sophia
]
Like, ooh
If you made all of these fantasies come true
What would you do?
Yeah, ooh
You could have anyone else you wanted to
But I'm beggin' you
[Chorus: Yoonchae,
Manon
,
Lara
&
Daniela
]
Hands off, Gabriela, Gabriela
Hands off, Gabriela-la-la
Back off of my fella, Gabriela
Back off, Gabriela-la-la
'Cause, ooh
You could have anyone else you wanted to
I'm beggin' you
(Hey)
Hands off, Gabriela, Gabriela
Hands off, Gabriela-la-la, la-la-la-la

[Post-Chorus: Megan]
La-la-la-la
La-la-la-la
La-la-la-la (Oh, no)
[Bridge: Daniela]
Él llegó conmigo y conmigo se va
Sus ojos son mío', eso no va a cambiar
Me quiere a mí y no importan las demás
No, no, no, no, no, no, no, no
Él llegó conmigo y conmigo se va
Sus ojos son mío', eso no va a cambiar
Me quiere a mí y no importan las demás
No, no, no, no, no, no, no, no
[Chorus]
Hands off, Gabriela, Gabriela
Hands off, Gabriel-la-la-la (Gabriela)
Back off of my fella, Gabriela
Back off, Gabriel-la-la-la (Oh, Gabriel-la-la-la)
'Cause, ooh
You could have anyone else you wanted to
I'm beggin' you (I'm beggin' you; Hey)
Hands off, Gabriela (Gabriela, hands off), Gabriela
Hands off (Hands off), Gabriel-la-la-la, la-la-la-la (La-la-la-la)

[Outro: Megan &
Daniela
]
La-la-la-la (
La-la-la-la
)
La-la-la-la (
La-la-la-la
)
La-la-la-la
(
Back off, back off, back off
)"
38,"Cuando No Era Cantante - Remix
El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",30,38.0,11,13972264,Cuando No Era Cantante - Remix,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",https://genius.com/Genius-english-translations-el-bogueto-anuel-aa-fuerza-regida-and-yung-beef-cuando-no-era-cantante-remix-english-translation-lyrics,"1 Contributor
Translations
Español
El Bogueto, Anuel AA, Fuerza Regida, & Yung Beef - Cuando No Era Cantante (Remix) (English Translation) Lyrics
[Lyrics of ""Cuando No Era Cantante (Remix)""]
[Intro: JOP]
Uh-uh-uh
How pretty that ass loo-oo-ooks
In the bedroom we turn off the li-i-ghts (Jajaja)
When I'm inside you scream ""uh-uh-uh"" (Jajaja, QueHicisteBella)
You go, ""uh-uh-uh""
Cutie, you only call when you're alone
When your parents leave you home alone
Nothing too extravagant
Not a restaurant, I'm an elegant cholo
And what would happen if we saw each other again?
To kill this desire to see each other
To give you those sloppy kisses
[Chorus: Yung Beef, JOP, Anuel AA & El Bogueto]
Like before, baby, we're gonna do it like before (Fuerza Regida; Real until death, baby; Bo-Bogueto)
Like back when I wasn't a singer (Real until death, baby)
Before I became a gangster (This is the remix; Anuel)
[Refrain: Anuel AA & El Bogueto]
Mami, I miss your scent, I need your warmth
Come here, I want to make love to you
Listening to La Mafia del Amor in the background
Like when we used to fuck in your room
Mami, I miss your scent, I need your warmth
Come here, I want to make love to you
Listening to La Mafia del Amor in the background
Like we did before in your bedroom (The AA)

[Chorus: Anuel AA, JOP & Yung Beef]
Like before, baby, we're gonna do it like before
Like back when I wasn't a singer
Before I became a gangster
Before you got those implants
Like before, baby, we're gonna do it like before
Like back when I wasn't a singer
Before I became a gangster
Before you got those implants
[Verse 1: Anuel AA]
Fucking like before, don't come and complain afterwards
I think about you, and if I call you don't hesitate in picking up
I've seen that you've been looking for love in other places lately
But I step out of the Lamborghini (Oah) and you're gonna get wet (Oah)
I know, baby, baby, I know (Yo sé)
That you feel something in your pussy if you see me (if you see me)
I bought you Prada boots with Chanel perfume (Chanel)
She has a boyfriend, but I fuck her better than him (Uah)
I met her, I waited for her impatiently (I waited for her impatiently)
I fucked her because he wasn't treating her right (Real until death)
She was sad, I got rid of her depression (the depression)
Bitch drops it low, now she has me restless again
[Bridge: Anuel AA]
We're gonna fuck like it's 2012
With my Draco on top for back when I wasn't famous
I still remember the kilos hidden in my closet (Uah)
You were smoking while I was sucking on your pussy
We're gonna fuck like it's 2012 (2012)
With my Draco on top for back when I wasn't famous (famous)
I still remember the kilos hidden in my closet (Uah)
You were smoking while I was sucking on your pussy (pussy)

[Chorus: El Bogueto & Yung Beef]
Like before, baby, we're gonna do it like before
Like back when I wasn't a singer
Before I became a gangster
Before you got those implants
[Verse 2: Yung Beef]
Stop hiding, I'm gonna go out and find you
Let me show you that I'm not the same as before
I'm gonna treat you nice, me and you, we're different
We're gonna play sports, then go to a restaurant
Baby, we're gonna do it, do it hard like before
And if you want, tomorrow you can forget about it
And give your mom a kiss for me
And should you want to, you already know where to find me
[Chorus: Yung Beef & El Bogueto]
Like before, baby, we're gonna do it like before
Like back when I wasn't a singer
(Before I was a gangster)
(Before I was a singer)
[Refrain: El Bogueto & Anuel AA]
Mami, I miss your scent, I need your warmth
Come here, I want to make love to you
Listening to La Mafia del Amor in the background
Like when we used to fuck in your room

[Verse 3: JOP]
We're gonna fuck like back when I wasn't singing
When the packs weren't stacking up yet
Before I got swamped with groupies and fame
Like back when I wasn't anything yet
Before I filled my fucking neck up with diamonds  (Diamonds)
Mami, before you got those implants (-plants)
Back when you loved me, we used to fuck so good
Let yourself go one more time, if you want, then afterwards nothing
[Chorus: JOP & El Bogueto]
Like before, we're gonna eat each other like before
I'll put a diamond ring on you
Of your ass and of your heart I'm a lover (Brr!), baby, come before (El Bogue)
[Verse 4: El Bogueto & Anuel AA]
I'm out in the streets, I'm out hustling
Everyday I'm fucking some new ass
But the fame and the money don't fulfill me
Go and tell that guy you were fucking that he can suck me that bastard
I was loyal, you were my real until death
Please don't go, baby, don't let go of me
I want to fuck you on top of $100 dollar bills
For my girl something nice
I'll always be your forbidden love, your real gangster (your real gangster)
I'm at the top, but I can't fuck you
I'll buy you the block, an AP with diamonds
Before the world ends, let's do it like before (Uah, uah)
[Refrain: El Bogueto & Anuel AA]
Mami, I miss your scent, I need your warmth (Real until death)
Come here, I want to make love to you (Real until death)
Listening to La Mafia del Amor in the background (Uah, Uah)
Like we did before in your bedroom
[Chorus: El Bogueto, Anuel AA, JOP & Yung Beef]
Like before, baby, we're gonna do it like before
Like back when I wasn't a singer
Before I became a gangster
Before you got those implants
Like before, baby, we're gonna do it like before
Like back when I wasn't a singer
Before I became a gangster
Before you got those implants
[Outro: Anuel AA, JOP & El Bogueto]
Fuerza
Brr, oye
Mera, tell me, Fuerza Regida
Bo-Bogueto
Mera, tell me, Bogueto
The AA
Mera, tell me, Yung Beef
Anuel, brr
Real until death, baby
Jaja, QueHicisteBella"
